<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.03.12	19:00:00	1718.08	1722.60	1717.33	1719.60	6748	0	16
2021.03.12	20:00:00	1719.60	1725.07	1719.31	1724.44	5247	0	16
2021.03.12	21:00:00	1724.44	1725.26	1722.52	1722.54	3977	0	16
2021.03.12	22:00:00	1722.44	1724.63	1721.26	1723.50	3631	0	16
2021.03.12	23:00:00	1723.41	1729.17	1723.41	1727.28	1408	0	16
2021.03.15	00:00:00	1726.47	1730.36	1725.66	1727.68	2245	0	16
2021.03.15	01:00:00	1727.77	1728.04	1724.19	1725.28	2672	0	16
2021.03.15	02:00:00	1725.23	1727.57	1724.84	1727.15	3064	0	16
2021.03.15	03:00:00	1727.10	1733.97	1725.73	1729.43	5676	0	16
2021.03.15	04:00:00	1729.43	1731.11	1725.20	1726.20	5246	0	16
2021.03.15	05:00:00	1726.18	1727.97	1725.62	1727.73	3760	0	16
2021.03.15	06:00:00	1727.75	1727.89	1725.72	1726.72	2405	0	16
2021.03.15	07:00:00	1726.69	1726.86	1721.61	1723.92	4959	0	16
2021.03.15	08:00:00	1723.92	1725.82	1722.23	1723.65	4747	0	16
2021.03.15	09:00:00	1723.63	1726.53	1722.14	1722.66	4242	0	16
2021.03.15	10:00:00	1722.66	1728.30	1722.65	1727.86	5861	0	16
2021.03.15	11:00:00	1727.87	1732.56	1727.76	1728.98	5691	0	16
2021.03.15	12:00:00	1728.98	1730.20	1727.14	1729.14	4035	0	16
2021.03.15	13:00:00	1729.10	1732.13	1728.11	1729.71	4744	0	16
2021.03.15	14:00:00	1729.92	1733.03	1728.44	1731.17	7169	0	16
2021.03.15	15:00:00	1731.17	1734.46	1728.74	1733.94	10075	0	16
2021.03.15	16:00:00	1733.94	1734.49	1723.33	1723.89	10086	0	13
2021.03.15	17:00:00	1723.89	1728.57	1722.72	1727.08	7827	0	16
2021.03.15	18:00:00	1727.08	1730.55	1726.65	1729.01	5025	0	16
2021.03.15	19:00:00	1729.03	1731.16	1727.96	1729.24	3492	0	16
2021.03.15	20:00:00	1729.22	1731.64	1728.14	1728.77	2991	0	16
2021.03.15	21:00:00	1728.77	1732.03	1728.16	1730.81	3263	0	16
2021.03.15	22:00:00	1730.91	1732.11	1730.73	1731.67	1554	0	16
2021.03.16	00:00:00	1730.80	1732.12	1730.23	1730.60	1218	0	16
2021.03.16	01:00:00	1730.60	1731.61	1730.24	1730.68	1261	0	16
2021.03.16	02:00:00	1730.68	1731.95	1730.11	1730.50	2045	0	16
2021.03.16	03:00:00	1730.50	1734.09	1729.52	1732.06	4530	0	16
2021.03.16	04:00:00	1732.06	1732.31	1730.03	1731.76	3382	0	16
2021.03.16	05:00:00	1731.80	1733.83	1731.49	1733.54	2684	0	16
2021.03.16	06:00:00	1733.54	1734.98	1732.95	1734.13	2431	0	16
2021.03.16	07:00:00	1734.11	1737.16	1733.48	1736.31	2908	0	16
2021.03.16	08:00:00	1736.30	1736.72	1730.74	1731.10	3864	0	16
2021.03.16	09:00:00	1730.99	1731.31	1726.07	1730.11	5841	0	16
2021.03.16	10:00:00	1730.11	1732.67	1728.80	1732.36	5115	0	16
2021.03.16	11:00:00	1732.32	1733.23	1730.18	1731.14	5084	0	16
2021.03.16	12:00:00	1731.12	1734.76	1730.84	1734.24	4170	0	16
2021.03.16	13:00:00	1734.24	1735.56	1730.83	1731.32	4361	0	16
2021.03.16	14:00:00	1731.31	1736.10	1730.84	1732.45	7930	0	16
2021.03.16	15:00:00	1732.42	1735.52	1730.23	1734.40	10033	0	16
2021.03.16	16:00:00	1734.38	1741.14	1732.87	1733.85	9043	0	10
2021.03.16	17:00:00	1733.97	1735.16	1726.76	1728.79	7759	0	15
2021.03.16	18:00:00	1728.80	1731.50	1727.78	1730.49	5989	0	16
2021.03.16	19:00:00	1730.51	1733.25	1728.83	1729.08	6472	0	16
2021.03.16	20:00:00	1729.08	1731.17	1728.89	1730.39	4941	0	16
2021.03.16	21:00:00	1730.41	1733.05	1730.31	1732.57	3759	0	16
2021.03.16	22:00:00	1732.54	1732.64	1731.20	1731.50	1957	0	16
2021.03.17	00:00:00	1731.25	1732.49	1730.41	1731.80	1678	0	16
2021.03.17	01:00:00	1731.82	1732.54	1730.88	1731.58	1767	0	16
2021.03.17	02:00:00	1731.58	1732.67	1730.52	1732.45	2444	0	16
2021.03.17	03:00:00	1732.46	1735.01	1729.61	1733.43	5600	0	16
2021.03.17	04:00:00	1733.50	1734.71	1732.13	1733.57	3258	0	16
2021.03.17	05:00:00	1733.49	1736.05	1733.48	1735.87	2991	0	16
2021.03.17	06:00:00	1735.84	1737.56	1734.96	1736.84	2627	0	16
2021.03.17	07:00:00	1736.79	1737.40	1735.04	1735.33	3385	0	16
2021.03.17	08:00:00	1735.33	1737.86	1735.18	1737.00	4358	0	16
2021.03.17	09:00:00	1736.86	1736.99	1734.15	1735.28	3974	0	16
2021.03.17	10:00:00	1735.28	1736.23	1733.46	1734.47	4263	0	15
2021.03.17	11:00:00	1734.47	1736.99	1734.07	1736.00	4147	0	16
2021.03.17	12:00:00	1736.01	1737.08	1734.39	1735.04	3723	0	16
2021.03.17	13:00:00	1735.04	1735.20	1727.85	1729.34	6044	0	16
2021.03.17	14:00:00	1729.40	1731.90	1728.16	1729.12	7158	0	16
2021.03.17	15:00:00	1729.09	1731.91	1727.27	1728.25	8322	0	16
2021.03.17	16:00:00	1728.25	1734.59	1724.13	1731.95	8816	0	13
2021.03.17	17:00:00	1731.95	1732.08	1726.80	1727.19	6602	0	16
2021.03.17	18:00:00	1727.18	1728.42	1725.77	1727.95	5561	0	16
2021.03.17	19:00:00	1727.95	1730.16	1726.52	1729.86	4120	0	16
2021.03.17	20:00:00	1731.78	1749.87	1729.91	1749.61	12257	0	16
2021.03.17	21:00:00	1749.57	1751.54	1743.43	1745.16	8686	0	16
2021.03.17	22:00:00	1745.04	1745.69	1743.68	1745.11	2322	0	16
2021.03.18	00:00:00	1744.61	1749.56	1743.86	1747.39	2008	0	16
2021.03.18	01:00:00	1747.39	1749.20	1746.85	1748.40	1891	0	17
2021.03.18	02:00:00	1748.40	1751.53	1747.51	1749.80	3337	0	16
2021.03.18	03:00:00	1749.80	1753.84	1748.95	1753.01	5978	0	3
2021.03.18	04:00:00	1753.03	1754.97	1750.05	1754.40	3696	0	16
2021.03.18	05:00:00	1754.39	1755.44	1748.19	1748.91	4862	0	16
2021.03.18	06:00:00	1748.91	1750.42	1747.41	1749.93	3228	0	16
2021.03.18	07:00:00	1749.84	1752.39	1749.41	1749.94	4259	0	16
2021.03.18	08:00:00	1749.95	1752.39	1749.02	1750.86	4442	0	16
2021.03.18	09:00:00	1750.88	1752.79	1735.43	1739.43	8602	0	0
2021.03.18	10:00:00	1739.50	1740.81	1732.61	1736.28	6949	0	16
2021.03.18	11:00:00	1736.28	1739.53	1734.95	1736.60	5695	0	16
2021.03.18	12:00:00	1736.64	1737.63	1732.85	1734.01	5551	0	16
2021.03.18	13:00:00	1734.02	1735.99	1727.68	1731.11	6569	0	16
2021.03.18	14:00:00	1731.24	1733.43	1726.21	1729.74	9068	0	16
2021.03.18	15:00:00	1729.74	1729.95	1719.20	1722.96	11168	0	6
2021.03.18	16:00:00	1722.95	1729.40	1721.43	1728.46	10842	0	16
2021.03.18	17:00:00	1728.39	1731.16	1726.63	1730.51	8182	0	16
2021.03.18	18:00:00	1730.51	1736.09	1730.43	1731.04	8045	0	16
2021.03.18	19:00:00	1731.05	1735.12	1730.01	1734.62	5818	0	16
2021.03.18	20:00:00	1734.63	1735.45	1732.20	1734.75	7022	0	16
2021.03.18	21:00:00	1734.71	1737.22	1733.05	1734.79	6663	0	16
2021.03.18	22:00:00	1734.71	1736.64	1734.12	1736.37	2161	0	16
2021.03.19	00:00:00	1734.87	1737.68	1734.30	1734.92	1915	0	16
2021.03.19	01:00:00	1734.92	1736.59	1732.30	1735.14	2540	0	16
2021.03.19	02:00:00	1735.12	1735.71	1730.58	1730.66	3129	0	16
2021.03.19	03:00:00	1730.69	1731.46	1728.46	1731.18	5842	0	16
2021.03.19	04:00:00	1731.18	1731.78	1728.33	1730.90	3361	0	16
2021.03.19	05:00:00	1730.90	1734.97	1730.26	1731.62	4712	0	16
2021.03.19	06:00:00	1731.62	1734.30	1729.95	1734.07	3283	0	16
2021.03.19	07:00:00	1734.07	1734.72	1730.75	1734.39	3677	0	16
2021.03.19	08:00:00	1734.43	1743.47	1734.04	1740.34	6286	0	16
2021.03.19	09:00:00	1740.33	1745.32	1739.85	1741.67	5364	0	16
2021.03.19	10:00:00	1741.63	1744.13	1738.63	1743.61	5990	0	16
2021.03.19	11:00:00	1743.60	1744.53	1736.73	1736.92	4866	0	16
2021.03.19	12:00:00	1736.93	1738.14	1735.02	1736.85	4294	0	2
2021.03.19	13:00:00	1736.84	1742.50	1734.89	1740.56	4457	0	16
2021.03.19	14:00:00	1740.56	1743.63	1737.58	1739.10	7076	0	16
2021.03.19	15:00:00	1739.10	1739.96	1733.21	1735.97	11865	0	13
2021.03.19	16:00:00	1735.98	1738.04	1734.37	1735.49	9778	0	16
2021.03.19	17:00:00	1735.50	1740.93	1734.35	1739.98	7769	0	14
2021.03.19	18:00:00	1739.98	1742.33	1738.37	1742.28	6265	0	16
2021.03.19	19:00:00	1742.27	1743.39	1740.80	1742.80	4820	0	16
2021.03.19	20:00:00	1742.82	1744.11	1742.33	1742.43	3802	0	16
2021.03.19	21:00:00	1742.39	1743.19	1740.43	1742.50	3790	0	16
2021.03.19	22:00:00	1742.53	1746.65	1741.67	1744.91	1856	0	16
2021.03.22	00:00:00	1745.70	1746.86	1737.95	1737.99	3265	0	16
2021.03.22	01:00:00	1737.99	1740.76	1737.88	1738.13	1998	0	16
2021.03.22	02:00:00	1738.02	1740.90	1737.13	1739.55	3404	0	16
2021.03.22	03:00:00	1739.55	1739.57	1732.44	1735.39	7059	0	16
2021.03.22	04:00:00	1735.39	1739.01	1735.18	1738.84	4212	0	16
2021.03.22	05:00:00	1738.84	1741.21	1738.36	1740.65	3209	0	16
2021.03.22	06:00:00	1740.60	1743.08	1739.99	1742.60	2556	0	16
2021.03.22	07:00:00	1742.60	1742.60	1736.71	1736.94	3916	0	16
2021.03.22	08:00:00	1736.91	1737.79	1729.49	1730.49	6250	0	16
2021.03.22	09:00:00	1730.37	1732.35	1727.28	1729.24	5930	0	16
2021.03.22	10:00:00	1729.23	1732.36	1728.09	1729.85	6149	0	16
2021.03.22	11:00:00	1729.81	1731.65	1728.03	1731.42	5115	0	16
2021.03.22	12:00:00	1731.44	1733.66	1731.01	1733.29	4644	0	16
2021.03.22	13:00:00	1733.34	1739.04	1733.27	1736.21	6552	0	16
2021.03.22	14:00:00	1736.21	1736.90	1730.62	1732.13	6443	0	16
2021.03.22	15:00:00	1732.09	1735.40	1730.51	1733.14	8108	0	16
2021.03.22	16:00:00	1733.16	1738.34	1732.85	1737.91	8815	0	16
2021.03.22	17:00:00	1737.94	1738.60	1733.65	1738.19	6509	0	16
2021.03.22	18:00:00	1738.25	1740.39	1737.39	1740.32	5356	0	16
2021.03.22	19:00:00	1740.30	1740.89	1737.92	1740.57	3695	0	16
2021.03.22	20:00:00	1740.53	1740.99	1739.17	1739.32	2701	0	16
2021.03.22	21:00:00	1739.32	1740.69	1739.21	1739.44	2619	0	16
2021.03.22	22:00:00	1739.45	1739.49	1738.04	1738.81	2002	0	16
2021.03.23	00:00:00	1738.30	1739.80	1738.23	1739.49	984	0	22
2021.03.23	01:00:00	1739.49	1739.78	1738.52	1739.25	1089	0	18
2021.03.23	02:00:00	1739.24	1740.40	1736.41	1737.04	2881	0	16
2021.03.23	03:00:00	1737.04	1737.57	1732.93	1733.39	4951	0	16
2021.03.23	04:00:00	1733.36	1734.33	1730.94	1734.30	4684	0	16
2021.03.23	05:00:00	1734.31	1735.63	1733.73	1735.63	3228	0	16
2021.03.23	06:00:00	1735.62	1737.02	1735.29	1735.75	2429	0	16
2021.03.23	07:00:00	1735.75	1738.37	1735.13	1737.58	3954	0	16
2021.03.23	08:00:00	1737.63	1739.49	1736.69	1738.22	3897	0	16
2021.03.23	09:00:00	1738.24	1739.93	1736.53	1737.48	4417	0	16
2021.03.23	10:00:00	1737.47	1740.00	1736.20	1739.30	5782	0	16
2021.03.23	11:00:00	1739.28	1740.07	1736.11	1737.92	5402	0	16
2021.03.23	12:00:00	1737.92	1742.47	1737.53	1740.32	5989	0	16
2021.03.23	13:00:00	1740.36	1741.88	1738.90	1738.94	4781	0	16
2021.03.23	14:00:00	1738.95	1740.95	1737.66	1739.25	5877	0	16
2021.03.23	15:00:00	1739.23	1740.10	1727.29	1731.09	9404	0	16
2021.03.23	16:00:00	1731.04	1731.70	1725.59	1729.90	9180	0	16
2021.03.23	17:00:00	1729.88	1730.33	1724.91	1730.22	7392	0	16
2021.03.23	18:00:00	1730.19	1730.19	1726.12	1726.86	6010	0	16
2021.03.23	19:00:00	1726.86	1728.33	1724.62	1727.83	5946	0	16
2021.03.23	20:00:00	1727.83	1728.45	1726.27	1726.99	4768	0	16
2021.03.23	21:00:00	1726.98	1728.66	1726.33	1727.06	4714	0	16
2021.03.23	22:00:00	1727.06	1728.00	1726.51	1726.87	2199	0	16
2021.03.24	00:00:00	1727.07	1727.69	1726.66	1726.79	987	0	21
2021.03.24	01:00:00	1726.73	1728.06	1726.14	1727.06	1702	0	16
2021.03.24	02:00:00	1727.08	1727.86	1725.68	1727.52	2959	0	16
2021.03.24	03:00:00	1727.57	1731.34	1723.73	1730.42	5730	0	16
2021.03.24	04:00:00	1730.42	1734.35	1730.34	1732.03	5229	0	16
2021.03.24	05:00:00	1732.01	1732.81	1731.20	1731.71	3272	0	16
2021.03.24	06:00:00	1731.73	1733.51	1731.38	1733.43	2448	0	16
2021.03.24	07:00:00	1733.43	1733.76	1730.96	1731.26	3685	0	16
2021.03.24	08:00:00	1731.26	1732.03	1729.51	1730.91	4448	0	16
2021.03.24	09:00:00	1730.88	1732.04	1727.09	1728.80	4917	0	16
2021.03.24	10:00:00	1728.79	1731.16	1727.98	1731.01	5453	0	16
2021.03.24	11:00:00	1731.00	1734.86	1730.67	1734.63	4937	0	16
2021.03.24	12:00:00	1734.68	1735.82	1730.15	1731.15	3913	0	16
2021.03.24	13:00:00	1731.16	1731.98	1729.11	1730.14	3944	0	16
2021.03.24	14:00:00	1730.12	1733.23	1729.71	1732.14	5603	0	16
2021.03.24	15:00:00	1732.10	1733.97	1728.27	1730.11	7823	0	16
2021.03.24	16:00:00	1730.13	1732.53	1728.27	1732.12	7476	0	16
2021.03.24	17:00:00	1732.12	1733.95	1729.17	1733.70	5400	0	16
2021.03.24	18:00:00	1733.65	1738.34	1733.65	1734.07	5973	0	16
2021.03.24	19:00:00	1734.07	1735.10	1731.85	1735.05	4316	0	16
2021.03.24	20:00:00	1735.05	1735.62	1733.35	1734.38	3778	0	16
2021.03.24	21:00:00	1734.37	1734.96	1732.84	1732.98	3589	0	16
2021.03.24	22:00:00	1732.91	1734.21	1732.91	1734.05	1595	0	16
2021.03.25	00:00:00	1734.24	1734.98	1733.40	1733.93	1004	0	16
2021.03.25	01:00:00	1734.00	1735.03	1733.64	1734.48	1351	0	16
2021.03.25	02:00:00	1734.53	1734.91	1733.03	1733.85	2331	0	16
2021.03.25	03:00:00	1733.82	1735.29	1732.23	1733.08	5353	0	16
2021.03.25	04:00:00	1733.08	1735.07	1731.85	1735.07	4114	0	16
2021.03.25	05:00:00	1735.16	1739.06	1735.02	1735.23	3948	0	16
2021.03.25	06:00:00	1735.25	1735.85	1733.93	1735.55	2163	0	16
2021.03.25	07:00:00	1735.55	1737.68	1733.81	1733.97	3687	0	16
2021.03.25	08:00:00	1733.97	1735.44	1733.19	1733.64	3669	0	16
2021.03.25	09:00:00	1733.63	1734.57	1730.68	1733.04	4011	0	16
2021.03.25	10:00:00	1733.05	1734.00	1730.95	1732.10	5164	0	16
2021.03.25	11:00:00	1732.14	1732.65	1731.51	1732.02	3643	0	16
2021.03.25	12:00:00	1732.00	1732.39	1729.82	1731.41	3251	0	16
2021.03.25	13:00:00	1731.38	1733.36	1727.62	1728.34	4976	0	16
2021.03.25	14:00:00	1728.34	1730.61	1724.90	1729.93	7917	0	16
2021.03.25	15:00:00	1729.93	1745.42	1728.61	1738.84	10476	0	16
2021.03.25	16:00:00	1738.84	1741.06	1733.06	1736.88	9520	0	16
2021.03.25	17:00:00	1736.90	1737.46	1730.21	1730.80	7903	0	16
2021.03.25	18:00:00	1730.78	1732.50	1727.69	1728.17	6690	0	16
2021.03.25	19:00:00	1728.16	1728.87	1721.70	1727.52	7435	0	16
2021.03.25	20:00:00	1727.54	1730.76	1726.32	1730.58	6068	0	16
2021.03.25	21:00:00	1730.60	1731.17	1726.10	1726.74	4419	0	16
2021.03.25	22:00:00	1726.68	1727.89	1726.27	1726.48	1935	0	16
2021.03.26	00:00:00	1726.59	1728.99	1726.59	1727.86	1479	0	16
2021.03.26	01:00:00	1727.75	1728.12	1726.39	1727.18	1468	0	16
2021.03.26	02:00:00	1727.25	1729.18	1726.88	1728.34	3180	0	16
2021.03.26	03:00:00	1728.33	1729.20	1726.02	1728.48	4682	0	16
2021.03.26	04:00:00	1728.46	1729.62	1723.80	1723.80	4441	0	16
2021.03.26	05:00:00	1723.80	1725.10	1723.16	1724.85	2948	0	16
2021.03.26	06:00:00	1724.80	1726.34	1723.80	1726.28	1874	0	16
2021.03.26	07:00:00	1726.28	1729.16	1725.74	1727.99	3697	0	16
2021.03.26	08:00:00	1727.96	1729.57	1726.70	1728.16	3742	0	16
2021.03.26	09:00:00	1728.17	1728.62	1725.66	1727.36	4274	0	16
2021.03.26	10:00:00	1727.40	1728.99	1725.35	1727.71	4514	0	16
2021.03.26	11:00:00	1727.72	1731.96	1726.71	1730.06	4272	0	16
2021.03.26	12:00:00	1730.06	1730.33	1725.02	1725.64	4168	0	16
2021.03.26	13:00:00	1725.65	1726.10	1721.46	1725.06	4541	0	16
2021.03.26	14:00:00	1725.06	1728.82	1723.90	1724.81	6042	0	16
2021.03.26	15:00:00	1724.82	1728.81	1724.15	1728.66	8413	0	16
2021.03.26	16:00:00	1728.65	1732.32	1728.24	1731.06	7382	0	16
2021.03.26	17:00:00	1731.08	1736.66	1730.91	1733.87	6745	0	16
2021.03.26	18:00:00	1733.96	1734.52	1732.07	1732.24	4794	0	16
2021.03.26	19:00:00	1732.24	1734.22	1730.60	1731.78	3975	0	16
2021.03.26	20:00:00	1731.75	1732.40	1730.15	1731.28	4496	0	16
2021.03.26	21:00:00	1731.32	1732.62	1730.72	1731.69	3243	0	16
2021.03.26	22:00:00	1731.68	1732.79	1731.48	1732.32	1266	0	16
2021.03.29	01:00:00	1730.86	1733.08	1729.83	1731.08	1610	0	16
2021.03.29	02:00:00	1731.08	1731.77	1730.55	1730.98	1242	0	20
2021.03.29	03:00:00	1730.87	1732.56	1730.10	1731.18	2616	0	16
2021.03.29	04:00:00	1731.16	1731.85	1726.28	1731.58	4560	0	16
2021.03.29	05:00:00	1731.56	1732.82	1730.24	1731.83	3181	0	16
2021.03.29	06:00:00	1731.79	1732.13	1729.19	1729.33	3272	0	16
2021.03.29	07:00:00	1729.33	1729.74	1727.51	1727.79	1922	0	16
2021.03.29	08:00:00	1727.83	1729.15	1726.11	1728.54	4091	0	16
2021.03.29	09:00:00	1728.49	1728.83	1724.98	1725.28	5173	0	16
2021.03.29	10:00:00	1725.24	1728.11	1724.88	1726.24	4430	0	16
2021.03.29	11:00:00	1726.25	1726.93	1723.72	1724.78	4881	0	16
2021.03.29	12:00:00	1724.78	1725.85	1723.91	1724.59	3388	0	16
2021.03.29	13:00:00	1724.55	1728.15	1723.80	1726.96	3422	0	16
2021.03.29	14:00:00	1726.98	1727.45	1725.00	1726.10	3408	0	16
2021.03.29	15:00:00	1726.15	1727.97	1721.87	1723.79	5484	0	16
2021.03.29	16:00:00	1723.78	1726.26	1706.04	1711.14	9107	0	0
2021.03.29	17:00:00	1711.08	1712.63	1705.67	1710.96	9251	0	16
2021.03.29	18:00:00	1710.86	1712.31	1708.60	1711.63	5963	0	16
2021.03.29	19:00:00	1711.63	1715.78	1711.40	1713.20	4002	0	16
2021.03.29	20:00:00	1713.20	1714.50	1711.55	1711.58	4256	0	16
2021.03.29	21:00:00	1711.58	1711.65	1709.70	1710.51	3855	0	16
2021.03.29	22:00:00	1710.54	1711.65	1710.06	1711.40	3510	0	16
2021.03.29	23:00:00	1711.40	1712.24	1710.30	1711.85	1091	0	16
2021.03.30	01:00:00	1711.75	1713.07	1711.61	1711.64	1189	0	17
2021.03.30	02:00:00	1711.64	1712.62	1710.53	1711.90	1658	0	16
2021.03.30	03:00:00	1711.92	1714.14	1710.75	1713.13	2917	0	16
2021.03.30	04:00:00	1713.11	1714.33	1708.69	1710.23	5051	0	16
2021.03.30	05:00:00	1710.23	1710.63	1704.60	1706.03	3940	0	16
2021.03.30	06:00:00	1706.03	1708.09	1705.77	1707.36	3200	0	16
2021.03.30	07:00:00	1707.36	1707.97	1706.06	1707.74	2321	0	16
2021.03.30	08:00:00	1707.74	1708.11	1704.54	1705.11	3805	0	16
2021.03.30	09:00:00	1705.11	1708.47	1702.14	1702.98	6658	0	16
2021.03.30	10:00:00	1703.05	1705.03	1695.38	1697.26	7409	0	16
2021.03.30	11:00:00	1697.41	1700.61	1696.16	1697.95	5983	0	16
2021.03.30	12:00:00	1697.95	1700.86	1696.03	1696.18	4216	0	16
2021.03.30	13:00:00	1696.17	1696.65	1692.86	1693.16	4828	0	16
2021.03.30	14:00:00	1693.18	1693.53	1686.25	1688.31	6950	0	12
2021.03.30	15:00:00	1688.27	1690.44	1678.76	1683.79	9110	0	3
2021.03.30	16:00:00	1683.72	1688.42	1681.55	1688.15	10041	0	7
2021.03.30	17:00:00	1688.07	1688.13	1681.95	1684.24	9224	0	16
2021.03.30	18:00:00	1684.24	1687.59	1682.82	1686.92	7311	0	16
2021.03.30	19:00:00	1686.92	1687.14	1683.76	1685.43	5421	0	16
2021.03.30	20:00:00	1685.48	1686.63	1684.03	1684.07	4942	0	16
2021.03.30	21:00:00	1684.09	1684.61	1681.60	1681.63	4427	0	16
2021.03.30	22:00:00	1681.64	1684.27	1681.51	1682.00	3305	0	14
2021.03.30	23:00:00	1682.04	1685.21	1682.04	1684.78	1899	0	16
2021.03.31	01:00:00	1684.90	1685.83	1682.74	1683.33	2277	0	16
2021.03.31	02:00:00	1683.28	1685.53	1682.89	1685.45	1827	0	16
2021.03.31	03:00:00	1685.49	1686.40	1683.43	1684.09	3107	0	16
2021.03.31	04:00:00	1684.09	1686.28	1678.58	1682.23	6254	0	16
2021.03.31	05:00:00	1682.09	1682.96	1677.82	1678.27	4683	0	16
2021.03.31	06:00:00	1678.30	1680.65	1677.86	1679.40	4158	0	16
2021.03.31	07:00:00	1679.40	1680.41	1678.56	1679.32	2092	0	16
2021.03.31	08:00:00	1679.28	1683.75	1678.49	1683.63	3749	0	16
2021.03.31	09:00:00	1683.63	1688.72	1681.75	1686.42	5804	0	16
2021.03.31	10:00:00	1686.36	1688.05	1683.73	1684.12	5104	0	16
2021.03.31	11:00:00	1684.14	1686.77	1682.58	1686.02	5173	0	16
2021.03.31	12:00:00	1686.02	1686.84	1684.72	1685.75	3616	0	16
2021.03.31	13:00:00	1685.75	1689.05	1685.33	1687.05	3919	0	16
2021.03.31	14:00:00	1687.07	1688.67	1684.45	1684.74	4431	0	16
2021.03.31	15:00:00	1684.78	1689.51	1682.27	1687.40	7777	0	16
2021.03.31	16:00:00	1687.40	1697.90	1686.81	1697.20	8724	0	14
2021.03.31	17:00:00	1697.20	1706.09	1693.77	1703.92	9750	0	12
2021.03.31	18:00:00	1703.92	1708.63	1701.74	1708.05	7888	0	24
2021.03.31	19:00:00	1708.08	1712.35	1707.18	1711.89	6302	0	25
2021.03.31	20:00:00	1711.86	1715.11	1710.55	1710.77	6304	0	25
2021.03.31	21:00:00	1710.77	1711.08	1707.15	1707.83	4558	0	18
2021.03.31	22:00:00	1707.79	1709.30	1706.40	1707.78	4444	0	25
2021.03.31	23:00:00	1707.84	1708.31	1705.86	1707.31	1776	0	25
2021.04.01	01:00:00	1707.35	1708.69	1706.74	1707.82	1764	0	27
2021.04.01	02:00:00	1707.77	1709.04	1707.16	1707.33	1613	0	27
2021.04.01	03:00:00	1707.37	1708.09	1705.76	1706.80	3987	0	27
2021.04.01	04:00:00	1706.76	1710.25	1705.68	1710.24	5467	0	27
2021.04.01	08:00:00	1710.99	1714.95	1710.02	1714.47	4176	0	27
2021.04.01	09:00:00	1714.57	1717.57	1711.66	1715.28	5625	0	24
2021.04.01	10:00:00	1715.32	1719.73	1714.66	1718.40	6158	0	21
2021.04.01	11:00:00	1718.34	1719.60	1715.52	1716.14	4991	0	24
2021.04.01	12:00:00	1716.10	1716.91	1713.07	1714.71	4374	0	24
2021.04.01	13:00:00	1714.77	1715.78	1712.94	1713.08	3792	0	24
2021.04.01	14:00:00	1713.07	1717.31	1710.33	1716.70	4988	0	24
2021.04.01	15:00:00	1716.88	1720.05	1715.51	1718.75	7180	0	18
2021.04.01	16:00:00	1718.81	1728.05	1718.81	1724.60	9973	0	25
2021.04.01	17:00:00	1724.41	1729.31	1721.43	1728.64	9105	0	0
2021.04.01	18:00:00	1728.65	1730.03	1727.58	1728.29	7015	0	25
2021.04.01	19:00:00	1728.26	1728.26	1725.14	1725.87	5409	0	23
2021.04.01	20:00:00	1725.87	1729.59	1725.60	1728.09	4890	0	0
2021.04.01	21:00:00	1728.08	1728.32	1726.33	1726.58	3334	0	25
2021.04.01	22:00:00	1726.69	1730.08	1726.26	1729.00	3262	0	25
2021.04.01	23:00:00	1729.03	1730.37	1728.03	1729.69	1560	0	25
2021.04.05	01:00:00	1728.27	1729.76	1726.07	1728.19	2924	0	27
2021.04.05	02:00:00	1728.25	1729.48	1726.80	1728.02	1790	0	27
2021.04.05	03:00:00	1727.97	1728.50	1726.50	1727.82	2467	0	27
2021.04.05	04:00:00	1727.84	1729.83	1727.65	1727.68	2187	0	27
2021.04.05	05:00:00	1727.68	1728.52	1724.40	1725.32	2676	0	27
2021.04.05	06:00:00	1725.35	1725.87	1724.30	1724.88	1744	0	27
2021.04.05	07:00:00	1724.86	1724.93	1723.67	1724.44	1754	0	27
2021.04.05	08:00:00	1724.42	1725.50	1722.16	1722.48	2527	0	27
2021.04.05	09:00:00	1722.42	1726.41	1721.22	1725.99	3293	0	25
2021.04.05	10:00:00	1726.00	1727.93	1724.65	1726.47	3148	0	25
2021.04.05	11:00:00	1726.43	1728.40	1724.93	1725.37	3301	0	25
2021.04.05	12:00:00	1725.34	1726.05	1724.42	1725.62	1954	0	16
2021.04.05	13:00:00	1725.62	1726.03	1723.18	1724.24	2397	0	16
2021.04.05	14:00:00	1724.26	1727.28	1724.26	1724.87	3259	0	16
2021.04.05	15:00:00	1724.91	1729.64	1721.80	1723.16	6089	0	16
2021.04.05	16:00:00	1723.19	1727.58	1722.35	1727.11	7214	0	16
2021.04.05	17:00:00	1725.84	1729.91	1725.84	1728.89	7602	0	0
2021.04.05	18:00:00	1728.90	1733.44	1725.52	1730.34	6019	0	16
2021.04.05	19:00:00	1730.23	1730.61	1727.89	1728.07	3204	0	16
2021.04.05	20:00:00	1728.07	1728.41	1725.23	1725.29	4064	0	16
2021.04.05	21:00:00	1725.31	1727.97	1724.95	1725.77	3283	0	16
2021.04.05	22:00:00	1725.82	1728.44	1725.79	1728.03	3349	0	16
2021.04.05	23:00:00	1728.04	1728.51	1727.29	1728.20	1409	0	18
2021.04.06	01:00:00	1728.30	1728.79	1727.10	1727.19	1410	0	21
